x,y,Position
24.164288,-8.232561,Asesor de crédito
-3.7209616,-13.385234,Supervisor comercial
2.7954075,16.918287,Founder and CEO
2.7398376,-21.311966,Director de Comunicación
17.368298,11.371105,Intérprete autónomo
28.220947,-17.522326,Gerente de Talento Humano & Cultura 
17.36513,-4.73249,Tecnico III Recaudaciones y Responsable de Activos Fijos y Almacen
-9.211292,15.107429,Contact Center Team leader
-9.728522,24.349354,Especialista Marketing Digital
19.551655,-13.767424,ASISTENTE DE PROYECTOS
26.06762,4.5450444,Oficial de Cartera
7.2578154,6.708386,Professor docente
9.614926,-1.1100676,Planner - Producto terminado
12.118024,5.5294,soluciones integrales para empresas
32.65482,10.764765,Propietario gerente
-2.1399393,18.59038,Owner
-7.383976,11.269132," Project Manager, Retail Expansion"
19.895662,22.461248,Gerente General 
-2.368374,-16.779488,Gerente & Consultor 
5.372553,-15.446736,Consultor en recursos humanos
15.285372,10.319434,Analista de Reclutamiento y Seleccion de Personal
9.400028,-18.756128,Profesor universitario
10.419851,-5.508904,Propietario de la empresa
-4.9608617,-14.295265,Administrador
-12.512714,-3.8509927,Senior SEA Manager
30.844324,1.142851,Jefe de Cuentas Claves
-14.643607,10.508314,Digital Coordinator
6.2352037,17.930733,Diretor executivo
20.066475,-18.322187,Analista de aplicaciones
-6.9100623,5.082233,Corporate Purchasing Manager
8.036426,-6.490583,Coordinadora Nacional de Marketing
2.671909,15.302934,"Founder, Director"
14.574782,2.411088,Franquicia Educativa Inmobiliaria
-8.422848,11.586463,CPL - Business Controller
-9.054904,9.792182,Product Design Manager
-5.1115184,-2.774795,Brand Manager
5.03498,11.5873575,Coordinador General 
-3.906294,3.6767828,Chief Recruitment Officer
-0.1987893,-14.359423,Analista de Sistemas y Desarrollador.
28.784645,-3.205718,Jefa de comunicaciones
-5.1115184,-2.774795,Brand Manager 
-26.003813,5.053831,Data Manager
-16.747555,-10.31896,Digital Transformation Lead | Director Big Data & AI
-23.617817,17.315805,iOS Developer
1.8495764,19.030775,Co-Founder & CTO
-27.362173,5.9802413,Azure Big Data Engineer
-11.537617,8.80859,Learning and Development Manager
-7.1381855,1.4555997,Business Unit Manager
12.621102,-20.01661,Selección y Desarrollo Organizacional 
-22.495098,-13.902429,Senior Data Scientist
-21.69965,14.2980585,Internet of Things Engineer
18.583942,-20.104666,Analista de TI
13.943071,-0.91022265,Asistente personal
-7.0914974,24.774454,Wireless Solution Manager
-5.064178,14.94445,Manager - EXL Digital - Products
-22.802032,6.176316,Senior Software Engineer
-3.340194,17.318016,Product Owner Integrações
9.553929,-22.452784,Auxiliar administrativo
-32.558178,-6.4056826,Senior Data Engineer
-25.196236,-22.70675,Data Scientist
11.618515,-15.7974415,Analista de Sistemas
28.450989,5.0026193,Ejecutivo de cuentas
1.3213606,-13.359968,Consultor de Inteligencia Artificial
-16.014378,23.439465,Lead Artificial Intelligence Advocate
-16.485489,-3.8990388,Trading Analyst
3.2944937,-12.20771,Director de ingeniería (NLP)
-2.516268,26.39294,Exempt Non-Officer
-18.58313,16.497677,"Director, Cloud Transformation and Architecture"
-24.880344,-4.4593616,Consultant II (Data Science)
-19.953615,13.675224,Research Engineer - Tech Lead
-12.080424,17.592525,Student
-24.783579,-22.437292,Data Scientist
-24.529053,-21.394371,Data Scientist
-11.2723,17.040213,Faculty
-29.863346,11.700359,Artificial Intelligence Engineer
-32.20939,-11.769677, Data Engineer
-25.869616,-11.031796,Data Scientist Expert
-28.806036,9.402081,Senior AI/ML Architect - APAC
-31.618357,5.6088634,Machine Learning Engineer
-15.549136,23.726097,Bing Core Search & AI Technical PM
-21.234898,9.544734,DevOps Engineer
-6.73604,18.685051,Partner
-15.251758,-14.508557,Director - Data Science
-30.555273,7.622967,Senior Solutions Architect AI/ML
-32.557964,-6.4057765,Senior Data Engineer
-20.213484,14.707859,Site Reliability Engineer
1.8584325,-9.340892,Gerente de Informatica
9.01761,4.3871346,Analista de sistemas TI - Banca Digital
-7.9224343,-2.8709712,Marketing Specialist - Confiteria
-21.844748,12.885956,Quality Assurance Engineer
-11.657564,-8.697292,Technical Project Manager
6.6635804,-14.702799,Consultor de Negocios
-13.049547,4.317048,Functional Consultant at Odoo
-24.149488,-21.083479,Data scientist
-1.7774105,-0.42017776,CEO
4.2021556,2.3819306,Consultor Ejecutivo Senior B2B - Division ITC CLOUD - Nube / Data Center / Transformacion Digital
15.492985,4.811849,Especialista en Gestión de Proyectos TIC
-0.06434061,-10.376144,Analista de Business Intelligence
23.87114,3.7290843,Técnico Oficina y gestión de obras
-4.7110257,14.6509695,Pharmaceutical lines Products Manager / Consumption and Pharma Division
9.700185,-16.361046,Analista - Desarrollador
-32.01668,7.6525187,Senior Data Engineer|Machine Learning Engineer
24.313734,2.298303,Encargado de Riesgo Operativo
9.571514,-20.88851,Auditor interno de TI
-15.903436,17.853579,HR Consultant - Talent Attraction Sr IT
9.527448,-8.993851,Jefe Comercial Soluciones tecnológicas Grandes Clientes y Pymes
-0.27925584,-14.338326,Analista/Programador de Sistemas
-6.789509,24.332115,Mobile Product Owner - Prepaid
-5.747756,11.935084,Latam Business Manager & Partnerships
5.2803082,-19.831764,Supervisor de gestão de projetos
-37.170208,-2.534486,Software Engineer
-37.45892,2.7718368,Software Developer
-23.883694,4.4548793,Cyber Security Analyst
-22.603754,11.076603,QA Engineer
-15.9705105,10.300828,Sr. UX Designer
-4.582581,-6.500563,Global Head of Product & Innovation 
27.527445,-8.224528,Asistente técnico
6.865895,-11.141013,Mentora de Estrategia Empresarial 
18.909914,21.38763,Gerente general
16.704481,-7.648384,Sistemas y Estadística
-1.9937304,-26.794304,Director ejecutivo
-17.6264,-2.731077,Nominations & Business Analyst
-20.443542,11.721433,DevOps Consultant
7.4048853,13.658474,Coordenador PCM
-12.108398,9.182554,Manager Machine learning Applied Science 
-21.295748,9.629338,Sr DevOps Engineer
-17.04722,-5.396549,Sr. Business Analyst
3.671135,-23.202858,Director de proyecto
11.789502,-4.055945,"Trader, Asesor e inversionita"
24.183346,3.405563,Encargado de mantenimiento Mecánico 
-20.263714,-4.4438734,IT Business Systems Analyst
-12.294577,16.153032,Internship & Alumni Coordinator
-2.742094,-16.514244,Consultor ABAP
20.504025,-0.11353654,Especialista em negócios
30.44174,1.0136395,Jefe de la Unidad de Contrataciones 
-14.846081,6.3483787,Talent Acquisition Specialist
-11.919609,11.023345,Business Analysis Lead
-6.555282,-11.058589,Senior Director
33.68274,-10.53375,Jefe de recursos humanos
18.157576,-20.20028,Analista de TI Senior
24.395502,-16.547863,Consultora Recursos Humanos y RSE
5.640469,-20.288296,Supervisor de Desarrollo
0.5540857,-13.442596,Programador de Sistemas
-17.719803,15.764222,SAP Senior S4/HANA Project Manager/Consultant
-37.170868,-2.5287323,Software Engineer
8.4242525,11.471301,Asesor
-10.646667,-9.078993,Engineering Manager
12.554447,-20.261715,Desarrollo organizacional
25.61868,-1.115508,Gerente de Experiencia
-17.928764,9.477589,Principal Software Enginner
30.840017,-3.0217662,Jefe de proyectos
-7.528427,16.451063,Core Manager
2.7853665,16.936146,Founder & CEO
4.373759,-6.0918427,Product Manager de Productos Digitales
5.1471915,-10.425388,Responsable de transmisiones y producción multimedia
-17.884474,-5.407536,Business Analyst
16.952917,8.355097,Arquitecto de Soluciones
-8.847132,-15.173786,Chief Technology Officer
-20.220354,-4.4338903,IT Business Analyst
-15.307099,8.062231,"IT Recruiter, Staffing Specialist, Recruitment Specialist, Sales &Marketing Head Presedient/CEO"
26.07762,-4.3566465,Gerente de Prospección Comercial 
-22.802065,6.1761045,Senior Software Engineer
1.1084285,-2.3958108,Administrador RRHH
-5.2722588,-0.6832037,Product Manager
-24.150103,-21.082401,Data Scientist
-10.233438,20.44086,Engineering Manager - Scrum Master
-21.84462,12.88586,Quality Assurance Engineer
-21.198868,13.388964,Senior QA Engineer Automation Lead
9.559175,-10.218311,Gerente de projetos SAP
-18.767952,2.2803333,Research Scientist
-13.418825,24.46851,React Developer
-27.349972,-0.8666648,Data Quality Engineer
-24.224905,16.6144,Magento Developer
-37.172497,-2.5302715,Software Engineer
-14.226479,-3.7571964,Senior Technical Program Manager
-24.033018,17.543688,Magento Full-Stack Developer
8.798573,3.3951247,Analista de Negocios Digitales
-22.801743,6.176437,Senior Software Engineer
-23.081694,8.993598,Senior QA Engineer
-12.694938,8.53339,IT Project Leader
-23.081593,8.993222,Senior QA Engineer
8.5363,-1.0904944,Especialista E&P
-16.628767,-5.645211,Senior Business Analyst
-6.3804464,23.14258,IT Project in Crown Packaging (USA - Canada - Mexico)
-20.656303,9.884585,Fullstack Engineer
-14.461873,-14.529975,Vice President - Data Science and Data Engineering
-34.49956,3.1197758,Software Developer
-22.173964,-4.941234,Business Intelligence Engineer
-19.99552,16.034655,IT support
-6.74658,25.357153,Global PAM Service Manager
-21.96633,9.584099,Staff Software Engineer
-23.830244,7.849729,Senior Software Developer
-20.594324,11.236132,Agile Specialist
-17.957945,-4.014034,BI Specialist
-21.17818,-3.2897894,Market and Business Intelligence Analyst
-11.539153,-8.683934,IT Project Manager
-18.189762,-5.1318293,Sales Business Analyst
-1.9402831,3.8883812,Chief Operating Officer
-9.091171,1.9593465,Senior Lead Business Analyst/Product Manager
-19.75073,15.474738,Disaster Assistant Response Team (DART) / Technical Advisor
16.267473,13.939253,"Asociado Soluciones Tecnológicas, Líder Técnico "
-16.098337,16.354544,Senior Technical Recruiter
-11.697659,-8.527888,Information Technology Project Manager
-13.995775,7.0652504,Talent Acquisition Consultant
-10.061422,0.6612952,Billing Operations Manager
-21.176022,17.477377,Senior Software Quality Assurance
-23.29586,-1.4774723,Big Data Consultant
-18.093431,6.177033,Customer Support Technical Specialist
28.497158,-5.32219,Jefe de Planificación Comercial
24.042505,-7.62556,Presentador de programas de debate
21.642742,-18.073545,Analista de Sistema Protheus
-11.871983,7.455337,Engineering Manager - Program Manager
-12.512682,16.392664,Undergraduate Professor
-22.802065,6.1761045,Senior Software Engineer
-23.829988,7.8496685,Senior Software Developer
-23.251255,17.138502,Android Developer 
-35.992905,2.5755715,Software Architect
-18.62649,7.208775,Technical Support Engineer
18.986929,-19.337494,Analista Funcional
-21.821608,13.979297,Quality Assurance Automation Engineer
2.7854586,16.936079,Founder & CEO
-8.846353,-15.173741,Chief Technology Officer
-12.233606,1.3280252,HR Specialist / Administrative Coordinator
-9.871766,-11.837542,Director of Project Management
-22.801668,6.1763773,Senior Software Engineer
-3.034253,-25.408585,Director de ventas
-13.483444,19.617117,Talent Search 
24.035568,7.3482175,Encargada de RR. HH.
-24.149683,-21.082613,Data Scientist
-21.913109,13.77782,Software QA Automation Engineer (BairesDev)
-20.988544,9.578461,Full Stack Engineer
10.756388,2.495867,Miembro del Comité de Promoción de la Creatividad y de la Innovación Tecnológica
-32.223038,-11.779847,Data Engineer
-9.483897,23.74034,marketing digital
-32.513233,7.533945,Senior Data Scientist / AI Engineer @ Deep Learning Team
2.1364877,-23.19537,Director Academico
-13.826085,8.466552,Senior Software Engineer Team Lead
-14.620305,6.3813562,Talent advisor
-21.234488,9.54461,DevOps Engineer
-32.5579,-6.4057155,Senior Data Engineer
-13.78964,8.498844,Senior Developer Team Lead
-35.99318,2.575461,Software Architect
29.12508,-17.328154,Jefa de Talento Humano
-19.295715,13.545264,"Product owner, Developer, QA Engineer"
-20.543684,-11.8404455,Lead data scientist
-32.57706,7.530063,Senior Machine Learning Engineer
36.694893,7.528457,Gerente Comercial
-22.801737,6.176445,Senior Software Engineer
-22.801718,6.176306,Senior Software Engineer
-23.829988,7.8496685,Senior Software Developer
-22.802078,6.1762514,Senior Software Engineer
-21.033148,11.150691,Release Engineer
14.827365,4.53405,Analista de Proyectos y Costos
-28.008554,-2.233208,ML engineer/BI Developer
-14.607253,-10.069623,VP of Business Intelligence & Supply Chain
2.7954075,16.918287,Founder and CEO
-19.722292,-14.881951,Senior Data Analyst
-24.15154,-21.079802,Data Scientist
-20.919489,23.363598,Head of Data
-15.083712,-15.299618,Chief Data Scientist
-23.879532,7.906326,Senior Developer
7.8470616,3.5694664,Líder de fábrica de software
-16.944323,-2.4408178,Expert Analyst
-22.474442,-13.887765,Senior Data Scientist
-24.657322,-10.186154,Sr Data Scientist
-8.408923,-8.927028,Operations Officer
-15.083712,-15.299618,Chief Data Scientist
-29.564217,9.684178,"Artificial Intelligence, Machine Learning & Blockchain Professor, Adjunct"
6.6359296,-3.9657927,Executiva de trade marketing
16.214472,-1.2011638,Docencia
-13.821464,12.039867,Principal Architect
-26.05969,4.524414,Data and Analytics Manager
-22.473314,-13.887314,Senior Data Scientist
-15.218484,13.762386,PHD Candidate
16.330679,-5.8543034,Ingeniero de apoyo
-3.0347621,5.8966227,President / Institutional and Business Relations
32.654854,10.7647505,Propietario gerente
13.231994,-8.391172,Jefe de logística
-18.814247,14.435265,Product Designer | UX Research
-7.224843,-22.532063,Director
-1.9922622,-26.793875,Director Ejecutivo
18.825562,-9.543447,Profesional de Mantenimiento. Ejecutor Mecánico Crudo / Horno
-20.049656,7.786315,Senior Software Engineer Consultant
-22.939217,6.8838706,Senior Software Development Engineer
15.789196,19.777657,Gerente General
-9.613525,-10.417103,MANAGER OF ENGINEERING PLANNING
10.397412,-22.20141,Administración de personal
21.01338,-11.974951,Auxiliar de secretaría
7.3714757,20.348417,Psicólogo
0.43443364,-21.270876,CEO Presidente Fundador 
-1.9929264,-26.793705,Director ejecutivo
-24.512182,9.763317,Sr Software Developer
3.6711473,-23.203201,Director de proyecto
12.743487,-7.862904,Logistica-Distribución
-3.2938242,16.212856,Broker Owner
9.66975,-1.1555154,Consultor senior para Proyectos de Economía Circular
7.5827365,3.5086105,Ingeniero de desarrollo de software
-1.6373882,-0.5096905,CEO
21.839296,-6.726742,Coordinador Creativo 
-14.590353,2.4013762,INTEGRAL CONSULTANT
-12.447825,-3.472068,Senior Microsoft Account Manager
10.959285,13.522159,Empleado
18.689898,-14.522844,Coordenador de operações
18.282501,5.240975,Profesor de Literatura y Comunicación (Colegio Saint George) y Periodista en ¡De acuerdo!
6.2874026,-22.603518,Coordinador Administrativo
15.607357,1.3532555,Consultor TI en SWIFT
-5.4335628,19.690605,PMO
-6.588981,-11.979966,Delivery Director
11.9580345,24.31716,Gerente general
-7.8567057,-23.067703,Director
0.8114026,25.83015,Socio
12.89159,-8.080821,ENCARGADA DE LOGISTICA
-10.187117,-2.1423116,Account Manager
-4.4552712,27.167042,Lider Transversal de Testing
18.909332,-13.443077,Operador Sala de Control
9.696297,-10.629286,Consultora en Proyectos de Cooperación para el Desarrollo 
1.9380682,-19.946983,Director de la Carrera de Marketing
-1.9409993,-0.6753538,CEO
-11.539153,-8.683934,IT Project Manager
3.6035707,-18.243982,Administrativo Contable Senior
21.557348,-6.4062977,Coordinador de Calidad
-16.48921,-4.0744824,Finance Analyst
13.160372,-4.573833,Gerente principal de productos
-22.010555,7.8385367,Senior Full Stack Engineer
26.29946,3.5508661,Columnista de Opinion
-2.0861676,-4.432036,Founder - Strategic Director en ZMA IT Solutions
-7.4753914,12.716356,Customer Success Manager Architect
-0.06434061,-10.376144,Analista de Business Intelligence
-26.059593,4.5240707,Data and Analytics manager
6.073068,-25.866663,Supervisor de ventas
13.943896,5.013704,Jefe Área Desarrollo
-4.326123,22.720366,tester SR
16.679087,-12.929267,Auditor interno - Jefe de Auditoría Interna
-13.993191,3.7466831,Cement Operational & Productive Optimization Specialist | Team Leader 
14.203098,-16.675562,Profesor de Investigación de Mercados
5.7436204,14.98238,Dueño principal
-0.9841485,-24.728659,Director de redes sociales
-3.5742226,12.560135,Marketing
9.87346,-21.09419,Auditor Prestacional - Geriatría
-6.943056,5.0010333,sale Manager
1.9488634,-5.1033664,Agent prêteur
34.999104,-3.8942537,Ejecutivo comercial
-19.0346,10.165084,Senior Electrical Engineer
-7.0912275,14.859277,Key Account Manager - Digital Transformation - Disruptive Experiences
18.852247,4.492307,Oficial de Infraestructura y Seguridad de TI
20.984098,-4.8107,Auxiliar de RR. HH.
-21.844748,12.885956,Quality Assurance Engineer
19.530262,8.511253,Gerente de Sucursal Asunción
28.392616,-8.402892,asesor comercial
-3.3915231,25.605722,Youtube
19.846004,-11.643132,Asistente Contable y Administrativo 
-16.28337,17.303215,HR & IT Talent Acquisition Consultant
23.853956,17.330666,Gerente
-0.46988794,-5.256,Program Manager - Transformation - MIC International (Tigo Paraguay)
-18.420988,7.102879,Professional Services Engineer
0.8114663,25.83019,Socio
-18.66573,4.6136055,Information Security Officer
-7.9767447,25.66304,Gerente SAP S/4 HANA Cloud & SSFF
15.417401,6.8362346,Analista de Cumplimiento
-8.325508,-12.438736,Director of Engineering
-18.373945,15.896831,Director Azure Application Innovation Solutions
-26.0296,5.119375,Data Program Manager
-4.03405,8.678108,Entrepreneur
5.237384,-19.068548,Supervisor de Producción
1.2647864,6.7326846,Directora general
2.712968,-0.3820509,Brand Manager - Masivos
-22.466679,-13.885789,Senior Data Scientist
11.618529,-15.797551,Analista de Sistemas 
-17.211493,20.56776,Trainer Excel
4.8010006,-2.2820814,Jefe de marketing
5.594896,-12.629174,Consultor en Riesgos y Estrategias de Innovación
18.246088,-0.21807371,Diseñadora Gráfica
-1.8010197,-0.7918955,CEO
-14.489811,-11.545597,Director Business Intelligence
21.22814,-20.766884,Analista de RR. HH.
17.018599,-10.56966,Comunicación y Prensa
-7.973201,8.344149,Employee Experience Program Manager 
36.631382,7.576701,Gerente comercial
12.837774,28.377235,Gerente general
-5.3169007,23.216124,OTO GDS PMO
2.5104077,0.95932055,MARKETING & COMMUNICATIONS LATIN AMERICA ( SOCIAL MEDIA / DIGITAL ) - Founder [GLOBAL VOLUNTEER] 
-14.712693,2.3855922,Innovation Consultant
-8.406747,-5.954226,Sales Executive
16.860508,-7.3629684,Gerente de Sistemas y Tecnología
22.155733,3.35575,Oficial de Negocios
1.9847255,-5.4976335,Profesor
-13.191233,-6.7361956,Senior Project Manager
-21.303484,15.748823,Cloud Engineer & DevOps
6.966686,-10.069073,"Directora Area de Personas, Marketing y Calidad de Servicios"
-3.8251395,6.249409,Vice President & General Manager
-1.9929106,-26.794165,Director ejecutivo
15.296749,10.4578495,Analista de Reclutamiento y Selección
36.631382,7.576701,Gerente Comercial 
19.487072,10.328413,Gerente de Banca Agricola y Ganadera
-4.7087884,10.944071,Independent Entrepreneur
11.530844,1.3350023,Desarrollador HEBA Especialidad Coaching Profesional : Envejecimiento Saludable 
-12.808961,-1.5378666,Senior Accountant
-8.545577,-8.872208,Operations Supervisor
-1.6965007,13.763588,Chief Expert
-8.997598,12.184238,Information Technology Business Partner
-37.172108,-2.5356565,Software Engineer
3.6841762,5.8991294,Country Manager Mexico
31.020536,0.7946663,Jefe de tesorería
-7.5909376,25.299187,Cloud Migration & Imp Associate Manager
31.07259,-13.650371,GERENTE DE RECURSOS HUMANO
9.988975,14.654392,Tramitador
23.651466,2.5208914,Encargado de contabilidad
-16.563938,17.197126,SAP & IT Sr Talent Acquisition
-9.427366,-5.346586,Marketing Specialist
-4.105822,-2.1863995,Product Manager Comex
12.646009,-19.791597,Encargada de Selección y Desarrollo Organizacional
-13.302777,20.205952,Talent Acquisition
-11.211967,17.13913,Teacher
-16.744902,2.476854,Principal (Global Data & Technology MCoE)
-23.887636,9.151996,Senior Software Engineering
7.224664,17.130627,Arquitecto .Net
-13.30633,24.643044,Dev Salesforce and Vlocity
9.645981,3.827358,Responsable de Contenido e Imagen en Medios Digitales
22.0846,1.0553575,Ejecutiva de Publicidad
-3.5737555,12.560154,Marketing
-0.48049924,-9.1246805,IT Analyst - Analista de TI 
18.514532,-20.023035,Analista de Capital Humano
-5.1115184,-2.774795,Brand Manager
-1.2101153,4.252419,Chief Executive Officer
-6.801148,-12.215892,Assistant Director
-14.043056,12.310373,Architect
-5.6146812,10.261523,Senior Finance Business Partner LAM Region
36.640583,7.5750756,Gerente Comercial
24.820013,11.935585,Gerente Propietario de Horneatito
17.040705,-10.373779,Gerente de Comunicaciones 
-15.180229,13.8134775,Postdoctoral Research Fellow
-37.17331,-2.5369947,Software Engineer
-10.186888,-2.1422834,Account Manager
-35.63981,-2.4727716,Systems Engineer
3.4549067,5.6910124,"Junior Counselor to the Executive Director for Bolivia, Paraguay, and Uruguay"
-12.028542,21.995914,Android/IOS Teach Lead for Payments and Fraud Team
21.153006,12.597832,Gerente Regional de Ventas
11.198557,-13.111785,Analista de Procesos Core
-5.6857452,-9.962729,Management Director
-6.300278,-18.963224,Director
-16.342548,17.094198,Talent Acquisition IT Recruiter
24.377083,-10.609909,Agente asociado inmobiliario
-12.250809,-3.9424653,Senior Business Manager
-15.910254,24.005016," Cloud Delivery Center Data & AI Manager, Google Cloud"
1.3977476,15.318989,Founder and Managing Partner
25.7802,-3.337191,Gerente de Proyecto
2.189017,-20.730146,Director de Innovación
-2.1614754,-4.078059,Analyste d'affaires – Product Owner
5.2056284,-0.24611755,Gerente de marketing
19.355713,2.633564,Gerente de Desarrollo de Mercado
-12.308618,-3.6191218,Senior Sales Account Manager
-6.596425,6.7295313,Channel Sales Account Manager
-15.646844,7.449663,HR Advisor I Tech Recruiter I Head Hunter 
14.54889,-6.8527036,JEFE DE PROYECTOS ESPECIALES - DIVISION INDUSTRIAL
-12.919312,-1.3088872,Senior Associate Lawyer
-1.7998397,-0.7334992,Ceo
-6.201528,26.627272,Cloud Service Provider Lead LATAM
-8.151016,-12.514919,Head of the Financial Engineering Department
14.612808,-1.3558552,Estudiante
16.850332,3.3661733,"Coordinadora de Innovación, Calidad, Medio Ambiente y Seguridad "
11.430342,1.5039026,Tutora Laboral en Itinerarios  de Inserción sociolaboral 
12.698526,-17.123016,Analista Servicios Generales
-12.374842,-3.3633883,Senior Account Executive
19.752762,-6.447632,Coordinadora de operaciones
16.650637,18.300226,Gerente General
-8.22511,4.1086698,Enterprise Field Sales Representative
5.7544503,-19.399181,Supervisor de Recursos Humanos
23.552416,-6.944508,Departamento comercial
7.2925773,24.91222,Propietario
21.643457,3.2201426,"Jefa de Calidad, Fidelización, y Nuevos Negocios"
4.1707697,11.952468,Contador general
5.214074,-4.6423707,"Especialista en Desarrollo de Nuevos Negocios, B2B Marketing y GTM"
20.324545,-19.163927,Analista de Selección 
-10.024548,9.535144,Lead Project Manager
24.842394,11.50727,Sub gerente de Cumplimiento
22.522045,-1.0169218,Gerente de Riesgos Banca Corporativa
-8.846365,-3.5185695,Marketing and Advertising Consultant
-2.1401076,18.590397,Owner
-1.2742705,14.954341,Board Member
-1.480059,-0.66918916,CEO
-3.034253,-25.408585,Director de ventas
16.18785,13.991639,Arquitecto de Soluciones de TI
0.88336563,10.48485,General Manager
15.130037,-8.961076,Consultora de Búsqueda y Selección
-11.557129,11.187244,Acquisition & Retention Analyst
3.913923,-9.772039,Operador senior
26.550064,-14.092259,Asesor de recursos humanos
5.114382,-2.3222315,Jefa de Trade Marketing
-17.989218,-7.1144447,Senior Business Intelligence Analyst
31.020494,0.79452014,Jefe de tesorería
23.550386,9.374935,Encargada de Comercio Exterior
-8.810603,23.448788,Digital Product Owner (Sales Growth)
8.182949,7.978976,Consultora
21.785633,7.87062,Cajero bancario
-23.887636,9.151996,Senior Software Engineering
-20.808638,-1.0869145,Business Intelligence Manager
14.601102,5.227493,Analista de Ciberseguridad Senior
-20.078653,-1.9889638,BI Consultant
-20.808456,-1.087064,Business Intelligence Manager
-14.41862,-11.434419,Commercial and Business Intelligence Director
-3.590428,6.1779866,Managing Director & Head of Events
-4.409155,14.730487,Manager brandmarketing
-19.812405,-0.4351948,Marketing digital & Analytics consultant
-7.391618,14.309448,PMO & Client Relationship Manager
-1.0153259,-10.118196,Ingeniero de datos y Business Intelligence
-23.929184,2.6450453,Business Development Data & IA
-14.643238,-11.384832,Group Head of Business Intelligence and Data 
-19.064287,23.027288,BI Reporting Lead
-14.489732,-11.545715,Director Business Intelligence
-0.085804075,-6.165264,Analista de Datos Senior e Inteligencia de Negocio en e-Commerce
3.5239148,7.384999,Dolphin Mobile Peru - CTO
-12.156128,2.763637,Legal Representative and Consultant
-14.741355,-11.172123,General Manager - BI and Data Platforms
-19.625364,-8.317124,Data & Analytics Senior Manager
-14.604408,-10.086742,Head Of Business Intelligence & Pricing
-20.970894,-0.5303087,Business Intelligence Project Manager
-14.457556,-11.433797,Manager of Business Intelligence
-17.291943,5.6156974,Technical Product Specialist
-3.6453137,-16.717344,Consultor/Desarrollador
-6.4600143,25.547894,Global Asset Controller
-9.784921,-8.867611,Technical Manager
15.704608,-19.26622,Analista Financiero
7.2924967,24.91267,Propietario
5.205592,-0.24602252,Gerente de marketing
21.91154,-6.130105,Coordinador de Tigo People
17.440985,13.153732,Coordinación de operativa de canteras
-4.109312,-23.721945,Directora
2.6081214,4.9753537,Space ambassador assistant to Paraguay Director in NASA 🇵🇾
19.44547,-11.934292,Director Naciona de Contrataciones Públicas
19.983032,-11.618236,Auxiliar administrativo contable
20.094952,23.361849,Gerente General
17.494656,11.9957695,Ejecutivo de Cuentas Pymes y Corporativos 
12.4580345,-18.350218,Analista de Selección y Desarrollo Organizacional.
3.8474631,9.331934,Vice Presidente 
20.542303,-8.96086,Responsable de Medios Tradicionales
-1.9924548,-26.793997,Director Ejecutivo
16.219763,-0.84298277,Docente 
20.856155,11.018569,Ventas y Desarrollo Comercial para Paraguay
18.774101,-1.6559069,Presentador de televisión
-6.5704107,-20.351479,Director
-6.369501,-19.48159,Director
6.0730324,-25.866693,Supervisor de Ventas
-11.6657505,3.7159204,Business Consulting
36.63099,7.575027,Gerente comercial
-0.78200984,7.627529,Team Leader Atención Personalizada
-1.7556385,-0.7149586,CEO
16.313263,7.39543,Jefe de operaciones de RR. HH.
-13.519458,4.536087,Consultor BIM Expert
2.4568539,23.117144,Founder
9.410641,10.804156,Coach Ejecutivo
9.824685,-15.773478,Analista Senior de Compras
27.84596,-17.616762,Gerente de Gestión de Talento Humano 
24.189741,-16.73937,Analista de recursos humanos
25.33798,-5.4797254,Soporte Funcional
9.063863,-12.113579,Gte. Administrativa / Gerencia de RRHH Industria Chacomer
24.960981,2.6657834,Encargado de Tesorería - CECON S.A.E.
-22.60375,11.076864,QA Engineer
11.6081915,-22.971134,Jefatura Administración del Personal.
-3.2762327,17.364012,Product Owner
22.053183,3.322,Ejecutiva de Negocios Especializados
4.1428585,12.027465,Contadora General
36.63628,7.5749507,Gerente Comercial
20.516493,-13.514834,Agente de seguridad
-7.490981,11.487333,"Contract, Commercial & Bidding Manager "
-5.8035493,9.585725,Client Partner Director
10.248834,-4.8013177,JEFE DE LA EMPRESA
-6.080755,-5.2126417,Corporate Relations Manager
36.63628,7.5749507,Gerente comercial
14.571895,-14.684261,Analista de Inteligencia Comercial
28.939253,14.673057,Ejecutiva de Ventas
21.99205,-3.3679519,Comercio Internacional y Abastecimiento
9.69982,-16.360762,Analista-Desarrollador
-14.929838,21.320091,Freelance
25.633858,2.7639146,Gerente técnico de TI
27.641388,-8.331444,asesor tecnico 
16.696264,10.112942,Coordinadora de Controles Internos & Riesgo Operacional
-4.4154406,14.827903,"Brand Manager | Massey Ferguson, JCB"
24.320415,19.85805,Socio Gerente
-26.113241,-4.294756,Data Analyst & Business Intelligence
34.115795,0.25576544,Jefe comercial
12.447017,-20.37828,Responsable de Desarrollo Organizacional 
2.4568539,23.117144,Founder
33.67658,-10.536791,Jefa de Recursos Humanos
21.71662,-6.3827553,Coordinador Periodístico
13.937178,-22.707907,Gerente financiero y administrativo
16.16068,24.775095,Gerente general
-8.6320095,-0.2643299,Human Resources Manager
-18.9242,-3.96714,CRM Analyst
12.699748,-19.301285,Departamento de Implementación de Proyectos y Garantías
-12.3189745,-3.5436869,Senior Sales Account Executive
18.972713,4.486801,Operaciones Terrestres
-22.802032,6.176316,Senior Software Engineer
